tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
5.7001E+17,neutral,0.6436,,,Virgin America,,lisaaiko,,0,#NAME?,,23-02-2015 15:58,,
5.70009E+17,neutral,0.6764,,0,Virgin America,,grantbrowne,,0,"@VirginAmerica Is flight 769 on it's way? Was supposed to take off 30 minutes ago. Website still shows ""On Time"" not ""In Flight"". Thanks.",,23-02-2015 15:55,Worldwide,Central Time (US & Canada)
5.70007E+17,positive,0.657,,,Virgin America,,joyabsalon,,0,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews all the way though @ladygaga was very impressive! NO to @Carrieunderwood,,23-02-2015 15:46,Northern Virginia,Eastern Time (US & Canada)
5.70004E+17,neutral,1,,,Virgin America,,2v,,0,#NAME?,,23-02-2015 15:36,Los Angeles / Atlanta,Eastern Time (US & Canada)
5.70001E+17,neutral,0.7118,,0,Virgin America,,KSmithFoundHere,,0,#NAME?,,23-02-2015 15:24,,Atlantic Time (Canada)
5.7E+17,neutral,1,,,Virgin America,,papamurat,,0,@VirginAmerica Will flights be leaving Dallas for LA on February 24th?,,23-02-2015 15:19,,
5.69996E+17,negative,0.6939,Flight Booking Problems,0.6939,Virgin America,,murphicus,,0,@VirginAmerica hi! i'm so excited about your $99 LGA-&gt;DAL deal- but i've been trying 2 book since last week &amp; the page never loads. thx!,,23-02-2015 15:05,"new york, new york",Eastern Time (US & Canada)
5.69996E+17,positive,1,,,Virgin America,,VinnieFerra,,0,@VirginAmerica you know it. Need it on my spotify stat #guiltypleasures,,23-02-2015 15:04,"brooklyn, Ny",Pacific Time (US & Canada)
5.6999E+17,positive,0.635,,,Virgin America,,KevinDemsi,,0,@VirginAmerica @ladygaga @carrieunderwood  I'm Lady Gaga!!! She is amazing! 😊,,23-02-2015 14:40,"Bali, Republic of Indonesia",Kuala Lumpur
5.6999E+17,neutral,0.7007,,,Virgin America,,giffgaffman,,0,@VirginAmerica @ladygaga @carrieunderwood - Carrie!,,23-02-2015 14:40,"UK, USA. ",
5.6999E+17,neutral,1,,,Virgin America,,HanlonBrothers,,0,@VirginAmerica New marketing song? https://t.co/F2LFULCbQ7 let us know what you think?,,23-02-2015 14:37,"Gold Coast, Australia",Brisbane
5.69989E+17,neutral,1,,,Virgin America,,emilybg78,,0,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews first but Lady Gaga wow'd me last night. Carrie? Meh.,,23-02-2015 14:36,"Stockton, CA",Arizona
5.69989E+17,negative,1,Customer Service Issue,1,Virgin America,,rachie1126,,0,@VirginAmerica I called a 3-4 weeks ago about adding 3 flights from 2014 to my Elevate...they still haven't shown up...help!,,23-02-2015 14:35,"New York, NY",Eastern Time (US & Canada)
5.69988E+17,neutral,0.6858,,,Virgin America,,adawson66,,0,"@VirginAmerica @ladygaga @carrieunderwood all are great , but I have to go with #CarrieUnderwood 😍👌","[33.57963333, -117.73024772]",23-02-2015 14:30,,
5.69987E+17,neutral,1,,,Virgin America,,SocialPLC,,0,"@VirginAmerica @LadyGaga @CarrieUnderwood Sorry, Mary Martin had it first!",,23-02-2015 14:26,"Twin Cities, Minn.",Eastern Time (US & Canada)
5.69986E+17,positive,1,,,Virgin America,,jeffreymace01,,0,@VirginAmerica @ladygaga @carrieunderwood  love all three but you really can't beat the classics!,,23-02-2015 14:25,,
5.69982E+17,neutral,0.6814,,0,Virgin America,,1stcrown,,0,@VirginAmerica Flight 0736 DAL to DCA 2/24 2:10pm. Tried to check in could not. Status please.,,23-02-2015 14:09,USA,Central Time (US & Canada)
5.69977E+17,negative,1,Customer Service Issue,1,Virgin America,,onerockgypsy,,0,@VirginAmerica heyyyy guyyyys.. been trying to get through for an hour. can someone call me please? :/,,23-02-2015 13:46,next city,Pacific Time (US & Canada)
5.69974E+17,negative,1,Late Flight,0.6789,Virgin America,,noelduan,,0,"@VirginAmerica Hi, Virgin! I'm on hold for 40-50 minutes -- are there any earlier flights from LA to NYC tonight; earlier than 11:50pm?",,23-02-2015 13:35,SF ↔ NY,Eastern Time (US & Canada)
5.69973E+17,positive,0.6922,,,Virgin America,,Travelzoo,,0,@VirginAmerica Congrats on winning the @Travelzoo award for Best Deals from an Airline (US) http://t.co/kj1iljaebV,,23-02-2015 13:30,"New York, NY",Pacific Time (US & Canada)
5.69967E+17,negative,1,Lost Luggage,1,Virgin America,,gianagon,,0,#NAME?,"[40.6413712, -73.78311558]",23-02-2015 13:08,New York + Panama,Eastern Time (US & Canada)
5.69962E+17,neutral,1,,,Virgin America,,bxchen,,0,@virginamerica Need to change reservation. Have Virgin credit card. Do I need to modify on phone to waive change fee? Or can I do online?,,23-02-2015 12:47,"San Francisco, CA",Eastern Time (US & Canada)
5.6995E+17,neutral,0.6492,,0,Virgin America,,seimatrun,,0,@VirginAmerica I emailed your customer service team. Let me know if you need the tracking number.,,23-02-2015 12:00,Los Angeles,
5.69949E+17,neutral,1,,,Virgin America,,jamied7,,0,#NAME?,,23-02-2015 11:56,"London, England",London
5.69946E+17,negative,1,Flight Attendant Complaints,0.3516,Virgin America,,seimatrun,,0,@VirginAmerica your airline is awesome but your lax loft needs to step up its game. $40 for dirty tables and floors? http://t.co/hy0VrfhjHt,,23-02-2015 11:46,Los Angeles,
5.69943E+17,positive,1,,,Virgin America,,mrmichaellay,,0,"@VirginAmerica not worried, it's been a great ride in a new plane with great crew. All airlines should be like this.","[36.08457854, -115.13780136]",23-02-2015 11:32,Floridian from Cincinnati,Eastern Time (US & Canada)
5.69942E+17,positive,1,,,Virgin America,,TaylorLumsden,,0,@VirginAmerica awesome. I flew yall Sat morning. Any way we can correct my bill ?,,23-02-2015 11:28,"Dallas, Texas",Mountain Time (US & Canada)
5.69941E+17,neutral,1,,,Virgin America,,campusmoviefest,,0,"@VirginAmerica Or watch some of the best student films in the country at 35,000 feet! #CMFat35000feet http://t.co/KEK5pDMGiF",,23-02-2015 11:24,USA,Eastern Time (US & Canada)
5.6994E+17,neutral,1,,,Virgin America,,TaylorLumsden,,0,@VirginAmerica first time flying you all. do you have a different rate/policy for media Bags? Thanks,,23-02-2015 11:22,"Dallas, Texas",Mountain Time (US & Canada)
5.69935E+17,negative,1,Customer Service Issue,1,Virgin America,,meme_meng,,0,#NAME?,,23-02-2015 11:02,,
5.69934E+17,neutral,1,,,Virgin America,,kyle_romanoff,,0,@VirginAmerica what happened to Doom?!,,23-02-2015 10:58,,
5.69934E+17,negative,1,Customer Service Issue,1,Virgin America,,GunsNDip,,0,@VirginAmerica why can't you supp the biz traveler like @SouthwestAir  and have customer service like @JetBlue #neverflyvirginforbusiness,,23-02-2015 10:56,,Pacific Time (US & Canada)
5.69934E+17,positive,1,,,Virgin America,,artisticwritr87,,0,@VirginAmerica I've applied more then once to be a member of the #inflight crew team...Im 100% interested. #flightattendant #dreampath -G,,23-02-2015 10:56,"Seattle, WA",Pacific Time (US & Canada)
5.69933E+17,negative,0.6792,Late Flight,0.3477,Virgin America,,arieldaie,,0,@VirginAmerica you're the best!! Whenever I (begrudgingly) use any other airline I'm delayed and Late Flight :(,,23-02-2015 10:54,Los Angeles,
5.69933E+17,negative,1,Can't Tell,1,Virgin America,,GunsNDip,,0,@VirginAmerica I have no interesting flying with you after this. I will Cancelled Flight my next four flights I planned.#neverflyvirginforbusiness,,23-02-2015 10:54,,Pacific Time (US & Canada)
5.69929E+17,negative,1,Can't Tell,1,Virgin America,,GunsNDip,,0,@VirginAmerica it was a disappointing experience which will be shared with every business traveler I meet. #neverflyvirgin,,23-02-2015 10:38,,Pacific Time (US & Canada)
5.69927E+17,negative,1,Flight Booking Problems,1,Virgin America,,jsatk,,0,@VirginAmerica I’m having trouble adding this flight my wife booked to my Elevate account. Help? http://t.co/pX8hQOKS3R,"[0.0, 0.0]",23-02-2015 10:29,"Lower Pacific Heights, SF, CA",Pacific Time (US & Canada)
5.69923E+17,neutral,0.6705,,0,Virgin America,,serenaklal,,0,@VirginAmerica Can't bring up my reservation online using Flight Booking Problems code,,23-02-2015 10:15,Chicago,Eastern Time (US & Canada)
5.69922E+17,neutral,1,,,Virgin America,,openambit1,,0,@VirginAmerica Random Q: what's the distribution of elevate avatars? I bet that kitty has a disproportionate share http://t.co/APtZpuROp4,,23-02-2015 10:09,,
5.69921E+17,neutral,0.6545,,0,Virgin America,,cabowine,,0,@VirginAmerica I &lt;3 Flying VA But Life happens and I am trying to #change my trip JPERHI  Can you help.VA home page will not let me ?,,23-02-2015 10:04,"Los Cabos,Mexico",Arizona
5.69919E+17,negative,1,Can't Tell,0.6513,Virgin America,,MaryAnnTaylorT,,0,#NAME?,,23-02-2015 09:57,"New York, NY",Arizona
5.69916E+17,neutral,1,,,Virgin America,,RamotControl,,0,"@VirginAmerica ""You down with RNP?"" ""Yeah you know me!""",,23-02-2015 09:45,,Pacific Time (US & Canada)
5.69913E+17,neutral,0.6639,,0,Virgin America,,losermelon,,0,"@VirginAmerica hi, i did not get points on my elevate account for my most recent flight, how do i add the flight and points to my account?",,23-02-2015 09:35,,
5.69912E+17,negative,1,Cancelled Flight,1,Virgin America,,AlisonK33774854,,0,@VirginAmerica I like the TV and interesting video . Just disappointed in Cancelled Flightled flight when other flights went out to jfk on Saturday .,,23-02-2015 09:29,,
5.69912E+17,negative,1,Late Flight,1,Virgin America,,GunsNDip,,0,"@VirginAmerica just landed in LAX, an hour after I should of been here. Your no Late Flight bag check is not business travel friendly #nomorevirgin",,23-02-2015 09:28,,Pacific Time (US & Canada)
5.69911E+17,neutral,0.6765,,0,Virgin America,,yazdanagh,,0,@VirginAmerica why is flight 345 redirected?,,23-02-2015 09:26,,
5.69911E+17,negative,1,Customer Service Issue,0.6863,Virgin America,,MerchEngines,,0,"@VirginAmerica Is it me, or is your website down?  BTW, your new website isn't a great user experience.  Time for another redesign.",,23-02-2015 09:25,"Los Angeles, CA",Arizona
5.69909E+17,negative,1,Customer Service Issue,0.6771,Virgin America,,ColorCartel,,0,@VirginAmerica I can't check in or add a bag. Your website isn't working. I've tried both desktop and mobile http://t.co/AvyqdMpi1Y,,23-02-2015 09:18,"Austin, TX",Mountain Time (US & Canada)
5.69907E+17,negative,1,Can't Tell,0.659,Virgin America,,MustBeSpoken,,0,@VirginAmerica - Let 2 scanned in passengers leave the plane than told someone to remove their bag from 1st class bin? #uncomfortable,,23-02-2015 09:11,,
5.69897E+17,negative,1,Flight Booking Problems,0.6714,Virgin America,,mattbunk,,0,@virginamerica What is your phone number. I can't find who to call about a flight reservation.,,23-02-2015 08:29,"Sterling Heights, MI",Eastern Time (US & Canada)
5.69894E+17,negative,1,Customer Service Issue,1,Virgin America,,louisjenny,,0,@VirginAmerica is anyone doing anything there today?  Website is useless and no one is answering the phone.,,23-02-2015 08:19,Washington DC,Quito
5.69894E+17,neutral,1,,,Virgin America,,STravelsW,,0,@VirginAmerica trying to add my boy Prince to my ressie. SF this Thursday @VirginAmerica from LAX http://t.co/GsB2J3c4gM,,23-02-2015 08:19,"Manhattan Beach, CA",
5.69892E+17,negative,1,Late Flight,0.6882,Virgin America,,GunsNDip,,0,@VirginAmerica why must a traveler miss a flight to Late Flight check a bag?  I missed my morning appointments and you lost my business. #sfo2lax,,23-02-2015 08:11,,Pacific Time (US & Canada)
5.69891E+17,neutral,1,,,Virgin America,,joeyrenagade,,0,@VirginAmerica check out new music http://t.co/maRcnOCWzn,,23-02-2015 08:08,Greater Los Angeles,
5.69891E+17,negative,0.6925,Late Flight,0.3521,Virgin America,,mrmichaellay,,0,@virginamerica how's a direct flight FLL-&gt;SFO have unexpected layover in Vegas 4 fuel yet peeps next to me bought for Vegas flight. #sneaky,"[0.0, 0.0]",23-02-2015 08:08,Floridian from Cincinnati,Eastern Time (US & Canada)
5.69887E+17,negative,1,Late Flight,0.3486,Virgin America,,GunsNDip,,0,@VirginAmerica your no Late Flight bag check just lost you my business. I missed flight and AM apt. Three other people on flight had same exp.,,23-02-2015 07:51,,Pacific Time (US & Canada)
5.69887E+17,positive,1,,,Virgin America,,TheDuchessSF,,0,"@VirginAmerica - amazing customer  service, again! 💕💕 RaeAnn in SF - she's the best! #customerservice #virginamerica #flying",,23-02-2015 07:50,Online,Pacific Time (US & Canada)
5.69885E+17,negative,1,Customer Service Issue,1,Virgin America,,BeLeather,,0,@VirginAmerica called your service line and was hung up on. This is awesome. #sarcasm,"[0.0, 0.0]",23-02-2015 07:40,,Pacific Time (US & Canada)
5.69884E+17,negative,1,Flight Booking Problems,0.6366,Virgin America,,BeLeather,,0,@VirginAmerica your site is tripping. I'm trying to check in and I'm getting the plain text version. I am reluctant to enter any card info.,"[0.0, 0.0]",23-02-2015 07:40,,Pacific Time (US & Canada)
5.69882E+17,neutral,0.6593,,0,Virgin America,,drcaseydrake,,0,@VirginAmerica I was scheduled for SFO 2 DAL flight 714 today. Changed to 24th due weather. Looks like flight still on?,"[37.79374402, -122.39327564]",23-02-2015 07:28,"Dallas, TX",
5.69874E+17,positive,0.6823,,0,Virgin America,,flyfromWAS,,0,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/tZZJhuIbCH #CheapFlights #FareCompare",,23-02-2015 06:57,"Washington, DC",Eastern Time (US & Canada)
5.69874E+17,neutral,1,,,Virgin America,,flyfromSEA,,0,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/RPdBpX3wNd #CheapFlights #FareCompare",,23-02-2015 06:57,Seattle,Central Time (US & Canada)
5.69874E+17,positive,0.6806,,,Virgin America,,flyfromNYC,,0,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/B2Xi4YG5T8 #CheapFlights #FareCompare",,23-02-2015 06:57,"New York City, NY",Central Time (US & Canada)
5.69874E+17,neutral,0.6529,,,Virgin America,,flyfromLAX,,0,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/QDlJHslOI5 #CheapFlights #FareCompare",,23-02-2015 06:57,"Los Angeles, CA",Central Time (US & Canada)
5.69872E+17,positive,0.678,,,Virgin America,,Silvanabfer,,0,@VirginAmerica Have a great week 🌞✈,,23-02-2015 06:51,,
5.69861E+17,positive,0.3482,,0,Virgin America,,AdamJdubs,,0,@VirginAmerica come back to #PHL already. We need you to take us out of this horrible cold. #pleasecomeback http://t.co/gLXFwP6nQH,,23-02-2015 06:07,Earth,Eastern Time (US & Canada)
5.69848E+17,negative,1,Late Flight,1,Virgin America,,nicholas_v,,0,"@VirginAmerica should I be concerned that I am about to fly on a plane that needs to be delayed due to a ""tech stop""?","[26.074379, -80.1416831]",23-02-2015 05:15,,Eastern Time (US & Canada)
5.69814E+17,positive,1,,,Virgin America,,tstashajones,,0,"@VirginAmerica is the best airline I have flown on.Easy to change your reservation,helpful representatives &amp; a comfortable flying experience",,23-02-2015 03:01,"Halifax, Nova Scotia, Canada",Eastern Time (US & Canada)
5.69778E+17,positive,1,,,Virgin America,,SkateMamas,,0,@VirginAmerica and again! Another rep kicked butt! Naelah represents your team so beautifully!! Thank you!!!,,23-02-2015 00:35,"Los Angeles, CA",
5.69774E+17,positive,1,,,Virgin America,,dngoo,,0,@VirginAmerica your beautiful front-end design is down right now; but it was cool to still book my ticket b/c all your back-end was secure.,,23-02-2015 00:21,"Near a park, water, or lights",Pacific Time (US & Canada)
5.6977E+17,positive,1,,,Virgin America,,SamBrittenham,,0,"@VirginAmerica Love the team running Gate E9 at LAS tonight. Waited for a delayed flight, and they kept things entertaining",,23-02-2015 00:06,USA,Eastern Time (US & Canada)
5.69748E+17,negative,0.6832,Customer Service Issue,0.3773,Virgin America,,usagibrian,,0,@VirginAmerica Use another browser! 2015 &amp; a brand with a reputation built on tech response doesn't have a cross-browser compatible website?,,22-02-2015 22:39,San Francisco CA,Pacific Time (US & Canada)
5.69741E+17,negative,1,Flight Booking Problems,0.6767,Virgin America,,usagibrian,,0,"@VirginAmerica And now the flight Flight Booking Problems site is totally down. Folks, what is the problem?",,22-02-2015 22:11,San Francisco CA,Pacific Time (US & Canada)
5.69738E+17,negative,1,Customer Service Issue,0.6527,Virgin America,,KindofLuke,,0,@VirginAmerica I like the customer service but a 40 min delay just for connecting passengers seems too long. VA370,,22-02-2015 21:56,,
5.69714E+17,positive,1,,,Virgin America,,ptbrodie,,0,@VirginAmerica thanks to your outstanding NYC-JFK crew who moved mountains to get me home to San Francisco tonight!,,22-02-2015 20:23,San Francisco,
5.69675E+17,positive,1,,,Virgin America,,cheryleng,,0,@VirginAmerica you have the absolute best team and customer service ever.  Every time I fly with you I'm delighted.  Thank you!,"[33.9469039, -118.40716847]",22-02-2015 17:48,,Pacific Time (US & Canada)
5.69674E+17,neutral,1,,,Virgin America,,HishamSharaby,,0,"@VirginAmerica Do you provide complimentary upgrades to first class, if there are available seats?",,22-02-2015 17:45,New York,Eastern Time (US & Canada)
5.69666E+17,negative,0.6703,Customer Service Issue,0.6703,Virgin America,,ChrisFordisHere,,0,@VirginAmerica i need to change my flight thats scheduled in 9 hours and 120 min wait time on phone. Im calling intern. Help!!,"[51.04345575, -114.06071363]",22-02-2015 17:14,NYC,Tehran
5.69652E+17,positive,1,,,Virgin America,,JKF1897,,0,@VirginAmerica completely awesome experience last month BOS-LAS nonstop. Thanks for such an awesome flight and depart time. #VAbeatsJblue,,22-02-2015 16:18,,
